Medal_type;Medal_code;Medal_date;Name;Gender;Discipline;Code_Discipline;Event;url_event;Country_code;Country
Gold Medal;1;08/08/2024;Hasanboy DUSMATOV;M;Boxing;BOX;Men's 51kg;https://olympics.com/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--;UZB;Uzbekistan
Gold Medal;1;08/09/2024;Magomed Eldarovitch RAMAZANOV;M;Wrestling;WRE;Men's Freestyle 86kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-86kg/fnl-000100--;BUL;Bulgaria
Bronze Medal;3;08/11/2024;Islam DUDAEV;M;Wrestling;WRE;Men's Freestyle 65kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000200--;ALB;Albania
Bronze Medal;3;28/07/2024;Denis VIERU;M;Judo;JUD;Men -66 kg;https://olympics.com/en/paris-2024/results/judo/men--66-kg/repf000200--;MDA;Republic of Moldova
Bronze Medal;3;27/07/2024;Francisco GARRIGOS;M;Judo;JUD;Men -60 kg;https://olympics.com/en/paris-2024/results/judo/men--60-kg/repf000200--;ESP;Spain
Silver Medal;2;08/04/2024;Carlos ALCARAZ;M;Tennis;TEN;Men's Singles;https://olympics.com/en/paris-2024/results/tennis/men-s-singles/fnl-000100--;ESP;Spain
Bronze Medal;3;08/03/2024;Rajindra CAMPBELL;M;Athletics;ATH;Men's Shot Put;https://olympics.com/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--;JAM;Jamaica
Bronze Medal;3;31/07/2024;Michaela POLLERES;W;Judo;JUD;Women -70 kg;https://olympics.com/en/paris-2024/results/judo/women--70-kg/repf000100--;AUT;Austria
Bronze Medal;3;08/02/2024;Alisher YUSUPOV;M;Judo;JUD;Men +100 kg;https://olympics.com/en/paris-2024/results/judo/men--plus-100-kg/repf000200--;UZB;Uzbekistan
Bronze Medal;3;08/07/2024;Esra YILDIZ KAHRAMAN;W;Boxing;BOX;Women's 57kg;https://olympics.com/en/paris-2024/results/boxing/women-s-57kg/sfnl000100--;TUR;Türkiye
Bronze Medal;3;08/10/2024;Yauheni TSIKHANTSOU;M;Weightlifting;WLF;Men's 102kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s-102kg/fnl-000100--;AIN;AIN
Bronze Medal;3;08/03/2024;LEE Meng Yuan;M;Shooting;SHO;Skeet Men;https://olympics.com/en/paris-2024/results/shooting/skeet-men/fnl-000100--;TPE;Chinese Taipei
Bronze Medal;3;08/10/2024;Taha AKGUL;M;Wrestling;WRE;Men's Freestyle 125kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-125kg/repf000100--;TUR;Türkiye
Bronze Medal;3;08/08/2024;Luis Alberto ORTA SANCHEZ;M;Wrestling;WRE;Men's Greco-Roman 67kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-67kg/repf000200--;CUB;Cuba
Gold Medal;1;08/04/2024;Sarah SJOESTROEM;W;Swimming;SWM;Women's 50m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--;SWE;Sweden
Bronze Medal;3;08/07/2024;Line Flem HOEST;W;Sailing;SAL;Women's Dinghy;https://olympics.com/en/paris-2024/results/sailing/women-s-dinghy/fnl-000100--;NOR;Norway
Gold Medal;1;08/09/2024;Martin FUKSA;M;Canoe Sprint;CSP;Men's Canoe Single 1000m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-canoe-single-1000m/fnl---------;CZE;Czechia
Silver Medal;2;08/08/2024;Billal BENNAMA;M;Boxing;BOX;Men's 51kg;https://olympics.com/en/paris-2024/results/boxing/men-s-51kg/fnl-000100--;FRA;France
Silver Medal;2;08/01/2024;Titouan CASTRYCK;M;Canoe Slalom;CSL;Men's Kayak Single;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-kayak-single/fnl-000100--;FRA;France
Silver Medal;2;08/10/2024;Svetlana OSIPOVA;W;Taekwondo;TKW;Women +67kg;https://olympics.com/en/paris-2024/results/taekwondo/women--plus-67kg/fnl-000100--;UZB;Uzbekistan
Silver Medal;2;08/03/2024;Camille JEDRZEJEWSKI;W;Shooting;SHO;25m Pistol Women;https://olympics.com/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;FRA;France
Bronze Medal;3;08/01/2024;MA Zhenzhao;W;Judo;JUD;Women -78 kg;https://olympics.com/en/paris-2024/results/judo/women--78-kg/repf000100--;CHN;China
Bronze Medal;3;30/07/2024;Clarisse AGBEGNENOU;W;Judo;JUD;Women -63 kg;https://olympics.com/en/paris-2024/results/judo/women--63-kg/repf000100--;FRA;France
Bronze Medal;3;08/02/2024;Romane DICKO;W;Judo;JUD;Women +78 kg;https://olympics.com/en/paris-2024/results/judo/women--plus-78-kg/repf000200--;FRA;France
Silver Medal;2;27/07/2024;Luka MKHEIDZE;M;Judo;JUD;Men -60 kg;https://olympics.com/en/paris-2024/results/judo/men--60-kg/fnl-000100--;FRA;France
Silver Medal;2;29/07/2024;Joan-Benjamin GABA;M;Judo;JUD;Men -73 kg;https://olympics.com/en/paris-2024/results/judo/men--73-kg/fnl-000100--;FRA;France
Bronze Medal;3;08/04/2024;David de PINA;M;Boxing;BOX;Men's 51kg;https://olympics.com/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--;CPV;Cabo Verde
Gold Medal;1;08/03/2024;YANG Jiin;W;Shooting;SHO;25m Pistol Women;https://olympics.com/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--;KOR;Korea
Silver Medal;2;08/11/2024;PARK Hyejeong;W;Weightlifting;WLF;Women's +81kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--;KOR;Korea
Bronze Medal;3;31/07/2024;Anthony JEANJEAN;M;Cycling BMX Freestyle;BMF;Men's Park;https://olympics.com/en/paris-2024/results/cycling-bmx-freestyle/men-s-park/fnl-000100--;FRA;France
Bronze Medal;3;08/03/2024;Christophe LAPORTE;M;Cycling Road;CRD;Men's Road Race;https://olympics.com/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--;FRA;France
Silver Medal;2;08/03/2024;Valentin MADOUAS;M;Cycling Road;CRD;Men's Road Race;https://olympics.com/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--;FRA;France
Bronze Medal;3;08/07/2024;Nelvie Raman TIAFACK;M;Boxing;BOX;Men's +92kg;https://olympics.com/en/paris-2024/results/boxing/men-s--plus-92kg/sfnl000100--;GER;Germany
Silver Medal;2;29/07/2024;Adam BURGESS;M;Canoe Slalom;CSL;Men's Canoe Single;https://olympics.com/en/paris-2024/results/canoe-slalom/men-s-canoe-single/fnl-000100--;GBR;Great Britain
Silver Medal;2;08/10/2024;Caden CUNNINGHAM;M;Taekwondo;TKW;Men +80kg;https://olympics.com/en/paris-2024/results/taekwondo/men--plus-80kg/fnl-000100--;GBR;Great Britain
Gold Medal;1;28/07/2024;ABE Hifumi;M;Judo;JUD;Men -66 kg;https://olympics.com/en/paris-2024/results/judo/men--66-kg/fnl-000100--;JPN;Japan
Silver Medal;2;08/07/2024;Theerapong SILACHAI;M;Weightlifting;WLF;Men's 61kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--;THA;Thailand
Gold Medal;1;08/10/2024;Jakob INGEBRIGTSEN;M;Athletics;ATH;Men's 5000m;https://olympics.com/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--;NOR;Norway
Bronze Medal;3;08/03/2024;Emma WILSON;W;Sailing;SAL;Women's Windsurfing;https://olympics.com/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--;GBR;Great Britain
Bronze Medal;3;08/08/2024;Rasheed BROADBELL;M;Athletics;ATH;Men's 110m Hurdles;https://olympics.com/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--;JAM;Jamaica
Silver Medal;2;08/06/2024;CHEN Yuxi;W;Diving;DIV;Women's 10m Platform;https://olympics.com/en/paris-2024/results/diving/women-s-10m-platform/fnl-000100--;CHN;China
Silver Medal;2;08/08/2024;WANG Zongyuan;M;Diving;DIV;Men's 3m Springboard;https://olympics.com/en/paris-2024/results/diving/men-s-3m-springboard/fnl-000100--;CHN;China
Gold Medal;1;08/10/2024;CAO Yuan;M;Diving;DIV;Men's 10m Platform;https://olympics.com/en/paris-2024/results/diving/men-s-10m-platform/fnl-000100--;CHN;China
Silver Medal;2;08/06/2024;HIRAKI Cocona;W;Skateboarding;SKB;Women's Park;https://olympics.com/en/paris-2024/results/skateboarding/women-s-park/fnl-000100--;JPN;Japan
Gold Medal;1;29/07/2024;HORIGOME Yuto;M;Skateboarding;SKB;Men's Street;https://olympics.com/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--;JPN;Japan
Silver Medal;2;08/03/2024;NAM Suhyeon;W;Archery;ARC;Women's Individual;https://olympics.com/en/paris-2024/results/archery/women-s-individual/fnl-000100--;KOR;Korea
Bronze Medal;3;31/07/2024;Beth POTTER;W;Triathlon;TRI;Women's Individual;https://olympics.com/en/paris-2024/results/triathlon/women-s-individual/fnl-000100--;GBR;Great Britain
Gold Medal;1;08/03/2024;Kristof MILAK;M;Swimming;SWM;Men's 100m Butterfly;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--;HUN;Hungary
Gold Medal;1;08/03/2024;Oliver ZEIDLER;M;Rowing;ROW;Men's Single Sculls;https://olympics.com/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------;GER;Germany
Silver Medal;2;08/03/2024;Artem DOLGOPYAT;M;Artistic Gymnastics;GAR;Men's Floor Exercise;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--;ISR;Israel
Bronze Medal;3;08/02/2024;Florent MANAUDOU;M;Swimming;SWM;Men's 50m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--;FRA;France
Bronze Medal;3;08/09/2024;671;W;Breaking;BKG;B-Girls;https://olympics.com/en/paris-2024/results/breaking/b-girls/fnl-000200--;CHN;China
Bronze Medal;3;08/06/2024;Faith CHEROTICH;W;Athletics;ATH;Women's 3000m Steeplechase;https://olympics.com/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--;KEN;Kenya
Gold Medal;1;08/05/2024;Beatrice CHEBET;W;Athletics;ATH;Women's 5000m;https://olympics.com/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--;KEN;Kenya
Gold Medal;1;28/07/2024;XIE Yu;M;Shooting;SHO;10m Air Pistol Men;https://olympics.com/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--;CHN;China
Gold Medal;1;08/04/2024;Jessica von BREDOW-WERNDL;O;Equestrian;EQD;Dressage Individual;https://olympics.com/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--;GER;Germany
Gold Medal;1;29/07/2024;Manon APITHY-BRUNET;W;Fencing;FEN;Women's Sabre Individual;https://olympics.com/en/paris-2024/results/fencing/women-s-sabre-individual/fnl-000100--;FRA;France
Silver Medal;2;08/04/2024;Bence HALASZ;M;Athletics;ATH;Men's Hammer Throw;https://olympics.com/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--;HUN;Hungary
Bronze Medal;3;08/07/2024;Hampton MORRIS;M;Weightlifting;WLF;Men's 61kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s-61kg/fnl-000100--;USA;United States
Gold Medal;1;08/07/2024;HOU Zhihui;W;Weightlifting;WLF;Women's 49kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s-49kg/fnl-000100--;CHN;China
Gold Medal;1;08/08/2024;LUO Shifang;W;Weightlifting;WLF;Women's 59kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s-59kg/fnl-000100--;CHN;China
Silver Medal;2;08/02/2024;WANG Zisai;M;Trampoline Gymnastics;GTR;Men;https://olympics.com/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--;CHN;China
Silver Medal;2;31/07/2024;ZHANG Boheng;M;Artistic Gymnastics;GAR;Men's All-Around;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-all-around/fnl-000001--;CHN;China
Silver Medal;2;08/04/2024;QIU Qiyuan;W;Artistic Gymnastics;GAR;Women's Uneven Bars;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--;CHN;China
Silver Medal;2;08/05/2024;ZHOU Yaqin;W;Artistic Gymnastics;GAR;Women's Balance Beam;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-balance-beam/fnl-000001--;CHN;China
Gold Medal;1;08/01/2024;YANG Jiayu;W;Athletics;ATH;Women's 20km Race Walk;https://olympics.com/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--;CHN;China
Silver Medal;2;08/05/2024;FENG Bin;W;Athletics;ATH;Women's Discus Throw;https://olympics.com/en/paris-2024/results/athletics/women-s-discus-throw/fnl-000100--;CHN;China
Gold Medal;1;08/10/2024;KITAGUCHI Haruka;W;Athletics;ATH;Women's Javelin Throw;https://olympics.com/en/paris-2024/results/athletics/women-s-javelin-throw/fnl-000100--;JPN;Japan
Silver Medal;2;08/06/2024;CAO Liguo;M;Wrestling;WRE;Men's Greco-Roman 60kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--;CHN;China
Bronze Medal;3;08/08/2024;PANG Qianyu;W;Wrestling;WRE;Women's Freestyle 53kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-53kg/repf000200--;CHN;China
Silver Medal;2;08/08/2024;Malaika MIHAMBO;W;Athletics;ATH;Women's Long Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--;GER;Germany
Gold Medal;1;08/09/2024;Yemisi OGUNLEYE;W;Athletics;ATH;Women's Shot Put;https://olympics.com/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--;GER;Germany
Silver Medal;2;08/07/2024;Matthew HUDSON-SMITH;M;Athletics;ATH;Men's 400m;https://olympics.com/en/paris-2024/results/athletics/men-s-400m/fnl-000100--;GBR;Great Britain
Bronze Medal;3;27/07/2024;Luigi SAMELE;M;Fencing;FEN;Men's Sabre Individual;https://olympics.com/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000200--;ITA;Italy
Bronze Medal;3;30/07/2024;Gregorio PALTRINIERI;M;Swimming;SWM;Men's 800m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-800m-freestyle/fnl-000100--;ITA;Italy
Gold Medal;1;28/07/2024;Nicolo MARTINENGHI;M;Swimming;SWM;Men's 100m Breaststroke;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-breaststroke/fnl-000100--;ITA;Italy
Gold Medal;1;08/06/2024;Winfred YAVI;W;Athletics;ATH;Women's 3000m Steeplechase;https://olympics.com/en/paris-2024/results/athletics/women-s-3000m-steeplechase/fnl-000100--;BRN;Bahrain
Silver Medal;2;08/09/2024;Maddison-Lee WESCHE;W;Athletics;ATH;Women's Shot Put;https://olympics.com/en/paris-2024/results/athletics/women-s-shot-put/fnl-000100--;NZL;New Zealand
Bronze Medal;3;08/02/2024;KIM Hayun;W;Judo;JUD;Women +78 kg;https://olympics.com/en/paris-2024/results/judo/women--plus-78-kg/repf000100--;KOR;Korea
Gold Medal;1;08/01/2024;Brian Daniel PINTADO;M;Athletics;ATH;Men's 20km Race Walk;https://olympics.com/en/paris-2024/results/athletics/men-s-20km-race-walk/fnl-000100--;ECU;Ecuador
Bronze Medal;3;08/09/2024;Kristina TEACHOUT;W;Taekwondo;TKW;Women -67kg;https://olympics.com/en/paris-2024/results/taekwondo/women--67kg/repf000100--;USA;United States
Silver Medal;2;08/03/2024;Nariman KURBANOV;M;Artistic Gymnastics;GAR;Men's Pommel Horse;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--;KAZ;Kazakhstan
Gold Medal;1;27/07/2024;Yeldos SMETOV;M;Judo;JUD;Men -60 kg;https://olympics.com/en/paris-2024/results/judo/men--60-kg/fnl-000100--;KAZ;Kazakhstan
Gold Medal;1;08/04/2024;Bobby FINKE;M;Swimming;SWM;Men's 1500m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--;USA;United States
Bronze Medal;3;29/07/2024;Luke HOBSON;M;Swimming;SWM;Men's 200m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-freestyle/fnl-000100--;USA;United States
Silver Medal;2;31/07/2024;Torri HUSKE;W;Swimming;SWM;Women's 100m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-100m-freestyle/fnl-000100--;USA;United States
Bronze Medal;3;27/07/2024;Katie LEDECKY;W;Swimming;SWM;Women's 400m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--;USA;United States
Gold Medal;1;31/07/2024;Katie LEDECKY;W;Swimming;SWM;Women's 1500m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-1500m-freestyle/fnl-000100--;USA;United States
Bronze Medal;3;29/07/2024;Ryan MURPHY;M;Swimming;SWM;Men's 100m Backstroke;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--;USA;United States
Silver Medal;2;08/01/2024;Regan SMITH;W;Swimming;SWM;Women's 200m Butterfly;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--;USA;United States
Gold Medal;1;08/11/2024;Michelle GULYAS;W;Modern Pentathlon;MPN;Women's Individual;https://olympics.com/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--;HUN;Hungary
Silver Medal;2;08/02/2024;Viyaleta BARDZILOUSKAYA;W;Trampoline Gymnastics;GTR;Women;https://olympics.com/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--;AIN;AIN
Silver Medal;2;08/09/2024;Pedro PICHARDO;M;Athletics;ATH;Men's Triple Jump;https://olympics.com/en/paris-2024/results/athletics/men-s-triple-jump/fnl-000100--;POR;Portugal
Gold Medal;1;08/10/2024;MOTOKI Sakura;W;Wrestling;WRE;Women's Freestyle 62kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-62kg/fnl-000100--;JPN;Japan
Gold Medal;1;08/06/2024;FUMITA Kenichiro;M;Wrestling;WRE;Men's Greco-Roman 60kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-60kg/fnl-000100--;JPN;Japan
Bronze Medal;3;08/04/2024;Eleanor PATTERSON;W;Athletics;ATH;Women's High Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--;AUS;Australia
Silver Medal;2;08/04/2024;Nicola OLYSLAGERS;W;Athletics;ATH;Women's High Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--;AUS;Australia
Gold Medal;1;08/07/2024;Nina KENNEDY;W;Athletics;ATH;Women's Pole Vault;https://olympics.com/en/paris-2024/results/athletics/women-s-pole-vault/fnl-000100--;AUS;Australia
Gold Medal;1;08/02/2024;Saya SAKAKIBARA;W;Cycling BMX Racing;BMX;Women;https://olympics.com/en/paris-2024/results/cycling-bmx-racing/women/fnl-000100--;AUS;Australia
Bronze Medal;3;08/09/2024;Angie Paola PALACIOS DAJOMES;W;Weightlifting;WLF;Women's 71kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--;ECU;Ecuador
Gold Medal;1;08/08/2024;Veddriq LEONARDO;M;Sport Climbing;CLB;Men's Speed;https://olympics.com/en/paris-2024/results/sport-climbing/men-s-speed/------------;INA;Indonesia
Bronze Medal;3;08/03/2024;Viktorija SENKUTE;W;Rowing;ROW;Women's Single Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------;LTU;Lithuania
Silver Medal;2;08/10/2024;Bashir ABDI;M;Athletics;ATH;Men's Marathon;https://olympics.com/en/paris-2024/results/athletics/men-s-marathon/fnl-000100--;BEL;Belgium
Silver Medal;2;08/02/2024;Sagen MADDALENA;W;Shooting;SHO;50m Rifle 3 Positions Women;https://olympics.com/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--;USA;United States
Silver Medal;2;08/03/2024;Conner Lynn PRINCE;M;Shooting;SHO;Skeet Men;https://olympics.com/en/paris-2024/results/shooting/skeet-men/fnl-000100--;USA;United States
Bronze Medal;3;08/01/2024;ZHANG Yufei;W;Swimming;SWM;Women's 200m Butterfly;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--;CHN;China
Bronze Medal;3;08/02/2024;WANG Shun;M;Swimming;SWM;Men's 200m Individual Medley;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--;CHN;China
Silver Medal;2;29/07/2024;Ariarne TITMUS;W;Swimming;SWM;Women's 200m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--;AUS;Australia
Silver Medal;2;08/03/2024;Ariarne TITMUS;W;Swimming;SWM;Women's 800m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--;AUS;Australia
Bronze Medal;3;27/07/2024;Eszter MUHARI;W;Fencing;FEN;Women's Épée Individual;https://olympics.com/en/paris-2024/results/fencing/women-s-epee-individual/fnl-000200--;HUN;Hungary
Gold Medal;1;08/09/2024;Firas KATOUSSI;M;Taekwondo;TKW;Men -80kg;https://olympics.com/en/paris-2024/results/taekwondo/men--80kg/fnl-000100--;TUN;Tunisia
Bronze Medal;3;29/07/2024;Nick ITKIN;M;Fencing;FEN;Men's Foil Individual;https://olympics.com/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000200--;USA;United States
Gold Medal;1;28/07/2024;Lee KIEFER;W;Fencing;FEN;Women's Foil Individual;https://olympics.com/en/paris-2024/results/fencing/women-s-foil-individual/fnl-000100--;USA;United States
Silver Medal;2;08/01/2024;Rebeca ANDRADE;W;Artistic Gymnastics;GAR;Women's All-Around;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--;BRA;Brazil
Bronze Medal;3;28/07/2024;Larissa PIMENTA;W;Judo;JUD;Women -52 kg;https://olympics.com/en/paris-2024/results/judo/women--52-kg/repf000100--;BRA;Brazil
Silver Medal;2;08/01/2024;Apostolos CHRISTOU;M;Swimming;SWM;Men's 200m Backstroke;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-backstroke/fnl-000100--;GRE;Greece
Gold Medal;1;08/04/2024;Kristen FAULKNER;W;Cycling Road;CRD;Women's Road Race;https://olympics.com/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--;USA;United States
Gold Medal;1;08/07/2024;Sarah Ann HILDEBRANDT;W;Wrestling;WRE;Women's Freestyle 50kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-50kg/fnl-000100--;USA;United States
Bronze Medal;3;08/09/2024;Helen Louise MAROULIS;W;Wrestling;WRE;Women's Freestyle 57kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-57kg/repf000100--;USA;United States
Bronze Medal;3;08/06/2024;Omari JONES;M;Boxing;BOX;Men's 71kg;https://olympics.com/en/paris-2024/results/boxing/men-s-71kg/sfnl000100--;USA;United States
Bronze Medal;3;08/04/2024;Sunisa LEE;W;Artistic Gymnastics;GAR;Women's Uneven Bars;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--;USA;United States
Gold Medal;1;08/10/2024;Masai RUSSELL;W;Athletics;ATH;Women's 100m Hurdles;https://olympics.com/en/paris-2024/results/athletics/women-s-100m-hurdles/fnl-000100--;USA;United States
Bronze Medal;3;08/04/2024;Fred KERLEY;M;Athletics;ATH;Men's 100m;https://olympics.com/en/paris-2024/results/athletics/men-s-100m/fnl-000100--;USA;United States
Bronze Medal;3;08/02/2024;Grant FISHER;M;Athletics;ATH;Men's 10,000m;https://olympics.com/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--;USA;United States
Bronze Medal;3;08/04/2024;Eleftherios PETROUNIAS;M;Artistic Gymnastics;GAR;Men's Rings;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--;GRE;Greece
Bronze Medal;3;31/07/2024;Theodoros TSELIDIS;M;Judo;JUD;Men -90 kg;https://olympics.com/en/paris-2024/results/judo/men--90-kg/repf000200--;GRE;Greece
Bronze Medal;3;08/10/2024;Djamel SEDJATI;M;Athletics;ATH;Men's 800m;https://olympics.com/en/paris-2024/results/athletics/men-s-800m/fnl-000100--;ALG;Algeria
Bronze Medal;3;08/03/2024;Jasmine MOORE;W;Athletics;ATH;Women's Triple Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--;USA;United States
Gold Medal;1;08/03/2024;Karolien FLORIJN;W;Rowing;ROW;Women's Single Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------;NED;Netherlands
Bronze Medal;3;08/08/2024;Skylar PARK;W;Taekwondo;TKW;Women -57kg;https://olympics.com/en/paris-2024/results/taekwondo/women--57kg/repf000100--;CAN;Canada
Bronze Medal;3;31/07/2024;Ilya KHARUN;M;Swimming;SWM;Men's 200m Butterfly;https://olympics.com/en/paris-2024/results/swimming/men-s-200m-butterfly/fnl-000100--;CAN;Canada
Bronze Medal;3;31/07/2024;Penny SMITH;W;Shooting;SHO;Trap Women;https://olympics.com/en/paris-2024/results/shooting/trap-women/fnl-000100--;AUS;Australia
Gold Medal;1;08/09/2024;Harrie LAVREYSEN;M;Cycling Track;CTR;Men's Sprint;https://olympics.com/en/paris-2024/results/cycling-track/men-s-sprint/fnl---------;NED;Netherlands
Gold Medal;1;08/02/2024;Joshua CHEPTEGEI;M;Athletics;ATH;Men's 10,000m;https://olympics.com/en/paris-2024/results/athletics/men-s-10-000m/fnl-000100--;UGA;Uganda
Bronze Medal;3;29/07/2024;Laura COLLETT;O;Equestrian;EQD;Eventing Individual;https://olympics.com/en/paris-2024/results/equestrian/eventing-individual/jump000100--;GBR;Great Britain
Gold Medal;1;29/07/2024;Hidayat HEYDAROV;M;Judo;JUD;Men -73 kg;https://olympics.com/en/paris-2024/results/judo/men--73-kg/fnl-000100--;AZE;Azerbaijan
Silver Medal;2;08/09/2024;Loren Berto ALFONSO DOMINGUEZ;M;Boxing;BOX;Men's 92kg;https://olympics.com/en/paris-2024/results/boxing/men-s-92kg/fnl-000100--;AZE;Azerbaijan
Gold Medal;1;08/06/2024;Camryn ROGERS;W;Athletics;ATH;Women's Hammer Throw;https://olympics.com/en/paris-2024/results/athletics/women-s-hammer-throw/fnl-000100--;CAN;Canada
Gold Medal;1;08/03/2024;Carlos Edriel YULO;M;Artistic Gymnastics;GAR;Men's Floor Exercise;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--;PHI;Philippines
Bronze Medal;3;29/07/2024;Audrey GOGNIAT;W;Shooting;SHO;10m Air Rifle Women;https://olympics.com/en/paris-2024/results/shooting/10m-air-rifle-women/fnl-000100--;SUI;Switzerland
Bronze Medal;3;08/07/2024;Nesthy PETECIO;W;Boxing;BOX;Women's 57kg;https://olympics.com/en/paris-2024/results/boxing/women-s-57kg/sfnl000200--;PHI;Philippines
Bronze Medal;3;08/04/2024;PANG Cholmi;W;Boxing;BOX;Women's 54kg;https://olympics.com/en/paris-2024/results/boxing/women-s-54kg/sfnl000100--;PRK;DPR Korea
Bronze Medal;3;08/08/2024;CHOE Hyo Gyong;W;Wrestling;WRE;Women's Freestyle 53kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-53kg/repf000100--;PRK;DPR Korea
